IMSI,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12
fc172f0c3bfb9f65d04e7d3b059e284f,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,HUAWEI G520-0000,HUAWEI G520-0000,HUAWEI G520-0000,HUAWEI G520-0000
d4534cb1f49502a2c7085476b439e9c2,G608-T00,iPhone 4,Y516-T00,Y516-T00,C2-02,C2-02,C2-02,C2-02,C2-07,C2-07,C2-07,C2-07
642dd81efd170002c02c5de4fa08eb7e,MT1-U06,MT1-U06,iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),A1524,A1524,A1524,A1524
c2e4e952b7afb1e70aec885b3cd392e2,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00
4e1defc3435b7edb534f5a96cca9b575,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00,IPHONE5S(A1533)
d05132af9d733e8adee912745a995685,U5500,U5500,U5500,U5500,U5500,U5500,U5500,U5500,H60-L02,H60-L02,H60-L02,H60-L02
730ba5abdbb5de316ee8f4870a39f53c,C199,C199,C199,C199,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L09,HUAWEI P7-L09,HUAWEI C8817L,HUAWEI MT7-CL00
eeb40e7d795585fdcc6667ccfe3f51b1,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,HUAWEI G700-U00,HUAWEI G700-U00,HUAWEI G700-U00,HUAWEI G700-U00
3b80db73c33eb672003db5c887eeb99c,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),2014719,2014719,2014719,2014719
cdc9c42d4549782cbb22c6497a46e506,B199,B199,B199,B199,B199,B199,B199,B199,HUAWEI B199,HUAWEI B199,HUAWEI B199,HUAWEI B199
83f422e30cc1adef2895dbab212e8d33,U8180,U8180,U8180,U8180,U8180,U8180,1616,1616,"1616-2, 1616","1616-2, 1616","1616-2,1616","1616-2,1616"
4d0cbbbba300b23f0a2183b7df7fe029,G7,Ascend G7,Ascend G7,SM-G7106,Ascend G7,Ascend G7,Ascend G7,Ascend G7,HUAWEI G7-TL00,HUAWEI G7-TL00,HUAWEI G7-TL00,HUAWEI G7-TL00
f156dea4656d0bc3dc3a9fb087b0a851,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10
c4d559771605584b560a240f5d964151,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-L01,H30-L01,H30-L01,H30-L01
95705664f250c2f4ca04969939951c49,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
1451a44bcc5d949e38af6dbf7087c19d,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
ffdfee0629f68d267f3c90e6062eaa9d,U9200,U9200,U9200,U9200,U9200,U9200,U9200,U9200,HUAWEI U9200,HUAWEI U9200,HUAWEI U9200,HUAWEI U9200
4a83036b10dff77d485a5e4640986d7b,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10
58930ee72b2cfb67b5d58a5bd6b0ca75,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
f668e6035e8c1e511acbfe88a7962ef7,Y550,Y550,Y550,Y550,Y550,Y550,Y550,Y550,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01
7d8e6b1a9e616edb3f3f0846d033c790,Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),H30-T10,H30-T10,H30-T10,H30-T10
6d99fa499e25b323df887f18f1a0f35e,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,G730-U00,G730-U00,G730-U00,HUAWEI G730-U00,HUAWEI G730-U00,HUAWEI G730-U00,HUAWEI G730-U00
7b47050079494bce414fe2ab53a6b7fc,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
a49620d1c049ffed7e2a34a249beb21a,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,MT2-L05(Mate 2),HUAWEI MT2-L05,HUAWEI MT2-L05,HUAWEI G7-UL00,HUAWEI G7-UL00
af59134595d3dc2329e41f44711eeb5b,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,ZTE U985,ZTE U985,ONE A0001,ONE A0001
f8e3fd91acf4d6bfaf1ff55e23ff89a2,G610-C00,G610-C00,G610-C00,G610-C00,G610-C00,G610-C00,G610-C00,G610-C00,HUAWEI G610-C00,HUAWEI G610-C00,HUAWEI G610-C00,HUAWEI G610-C00
c03364a2c8885cb9286a51788d8c9115,Y518-T00,Y518-T00,Y518-T00,Y518-T00,Y518-T00,Y518-T00,Y518-T00,iPhone 6 Plus (A1524),HUAWEI Y518-T00,HUAWEI Y518-T00,HUAWEI Y518-T00,HUAWEI Y518-T00
d46a31ffbcab47da902eaa05f14686b4,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G615-U10,HUAWEI G630-U00
911aef00be04827ec9f552e74969ad74,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-U10,H30-U10,H30-U10,H30-U10
973a10b6c53fa4b534da5ece049c326b,MT1-T00,MT1-T00,MT1-T00,MT1-T00,MT1-T00,MT1-T00,MT1-T00,MT1-T00,HUAWEI MT1-T00,PE-TL20,PE-TL20,PE-TL20
edf19eb414f44bdcc84d6b15dfa2e8ce,Y511,Y511,Y511,Y511,Y511,Y511,Y511,Y511,HUAWEI Y511-T00,HUAWEI Y511-T00,HUAWEI Y511-T00,HUAWEI Y511-T00
54dccce135896a157732c17fb9a5f238,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G615-U10,HUAWEI G630-U00
94059cf593e7b0b25a39c4a6ed134a78,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,HUAWEI G750-T20,HUAWEI G750-T20,HUAWEI G750-T20,HUAWEI G750-T20
05e36f1df6ce6ad18393eb1108992ced,Y550,Y550,Y550,Y550,Y550,Y550,Y550,Y550,H30-C00,H30-C00,H30-C00,H30-C00
e264c15173406af7be921e25b9588987,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-U10,H30-U10,H30-U10,H30-U10
3fe6c1d199388610f6ff6a92ee8b6bb5,Ascend G510(G510-0010),U705T,Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),HUAWEI G510-0010,HUAWEI G510-0010,HUAWEI G510-0010,HUAWEI G510-0010
bb0152e4ff3e7278310f7eec5085e128,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L09,HUAWEI P7-L09,HUAWEI C8817L,HUAWEI P7-L09
929a21f7059dc829c959df3d9ceeef1f,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
073c6ded52d55ceb6cafbd0baf6c8a2b,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
c6b8413f51032d345003f379e44aa6a1,G660,G660,G660,G660,G660,G660,6607,6607,OPPO 6607,OPPO 6607,OPPO 3007,OPPO 3007
9c6ca9999e4acb6b9fe2a16b465726e0,S8600,S8600,S8600,S8600,S8600,S8600,S8600,S8600,HUAWEI G520-5000,HUAWEI G520-5000,HUAWEI G520-5000,HUAWEI G520-5000
2518c0bf84a55235edeb46854d6405a0,Y210-0010,Y210-0010,Y210-0010,Y210-0010,Y210-0010,Y210-0010,Y210-0010,Y210-0010,HUAWEI Y210-0010,HUAWEI Y210-0010,KM-A6,KM-A6
83b369b38f00c1fdaa5db7cf28195656,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11
d4845d18630ed9f5f1c4454b34d49fd3,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06
552ff177754709bbf3aeca000e9eeec7,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Hol-U10,Hol-U10,Hol-U10,Hol-U10
280c885efe01d7f1cfaab57c7206e6ef,Y511,Y511,Y511,Y511,Y511,Y511,Y511,Y511,C8817D,C8817D,C8817D,C8817D
1aaa1189dbb3312c422047a5ab036b25,E5730Ws-1,E5730Ws-1,E5730Ws-1,E5730Ws-1,E5730Ws-1,E5730Ws-1,E5730Ws-1,E5730Ws-1,TL-TR961,TL-TR961,TL-TR961,TL-TR961
dcdb41eafbebcd01f4810090944b2626,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10
4e57227112c72caa5158d7dbc6cd7c48,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
50441bab6b941e9f3d62f86bf5205aa6,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,HUAWEI MT7-TL00,HUAWEI MT7-TL00,HUAWEI MT7-TL00,HUAWEI MT7-TL00
46a119e392282d8f719694377f72c693,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10
d8f3b83c32c2d769ed50438b82097f7f,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
f9eac4eade32d6f8eaedf9383351358c,U8661,U8661,U8661,U8661,U8661,U8661,U8661,U8661,HUAWEI Y600-U00,HUAWEI Y600-U00,HUAWEI Y600-U00,HUAWEI Y600-U00
b1573df386acd3f539896e25ab599c10,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,iPhone 4S(A1387),iPhone 4S(A1387),IPHONE4S(A1387),IPHONE4S(A1387)
1dfc0852bf1864d4b26779645b4543be,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
76bd4553c6e0acd197b3d4e39f248f6d,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T01,HUAWEI G750-T01,CHM-TL00H,CHM-TL00H
79ee9b10f9d647fb48f13656abcbf5e2,T1600,GS200/JM88,GS200/JM88,GS200/JM88,T1600,T1600,T1600,T1600,HUAWEI T1600,HUAWEI T1600,HUAWEIT1600,HUAWEIT1600
3ae17c4bd41a0bb7e1df1e8061a7edfa,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,7D-501u,7D-501u,7D-501u,7D-501u
622e93b55e674a224b37a4e3b700eda1,W1-U00,W1-U00,W1-U00,W1-U00,W1-U00,W1-U00,W1-U00,SM-G9200,SM-G9200,SM-G9200,SM-G9200,SM-G9200
826f7c6f6c698e35b609fa3291cae813,E2130s-1,E2130s-1,E2130s-1,E2130s-1,E2130s-1,E2130s-1,A3600-d,A3600-d,Lenovo A3600-d,Lenovo A3600-d,Lenovo A3600-d,Lenovo A3600-d
f51a62fc2fb451740f625c2ec2565406,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
b0fc4a33b69fbef982ddd4181fb0efd9,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01
3953447736c4a03a3999368587cce1dc,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G7,Ascend G7,Ascend G7,Ascend G7,HUAWEI G7-TL00,2014502,HUAWEI G7-TL00,HUAWEI G7-TL00
9131ca4e3d6044f11cee555049f03f91,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,7D-501u,7D-501u,7D-501u,7D-501u
94d61f317b7e01986534c55de198656f,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,vivo X520L,vivo X520L
274e3f96a3c39d9e69f6db908a16c5f3,T2011,T2011,T2011,T2011,T2011,T2011,S39h(Xperia C),S39h(Xperia C),S39h,LG-D858HK,LG-D858HK,LG-D858HK
b3c3e9e08268272b01429c0c8e5a64d0,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,A1586,A1586,A1586,A1586
dda233604cec5398a83673b1c93a2290,Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),H30-T10,H30-T10,H30-T10,H30-T10
d21a0f242d7513c7ba41ba6d4a4f4459,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06
2f3d1bb97e454d4937c5454ca63d47e2,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
eb61c9429083beb797027f835a4919ea,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,HUAWEI G750-T20,HUAWEI G750-T20,HUAWEI G750-T20,HUAWEI G750-T20
30b6a651fed784fae4b2d8b22ba2e808,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,SM-E7000,SM-E7000,SM-E7000,SM-E7000,SM-E7000,SM-E7000,SM-E7000
99bb862a5e1f34564c91c428fa23b296,Magnolia,Magnolia,Magnolia,Magnolia,Magnolia,Honor 6,Honor 6,Honor 6,H60-L12,H60-L12,H60-L12,H60-L12
9afef753742e0121d522bad285e18839,G610-T00,G610-T00,G610-T00,G610-T00,G610-T00,G610-T00,G610-T00,G610-T00,HUAWEI G610-T00,HUAWEI G610-T00,HUAWEI G610-T00,HUAWEI G610-T00
f9b09766a3dc9cbd63f1b204b639e8c3,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-T00,H30-T00,H30-T00,H30-T00
5752af95a800a89df01d23c0e0c076ff,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,HUAWEI Y300-0000,HUAWEI Y300-0000,HUAWEI Y300-0000,HUAWEI Y300-0000
c900afffc8926c953adf1ad281e0039b,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00
9b2c24d01d8ae6b9597832ae4081b8db,U8825D,U8825D,U8825D,M463M(M1 Note),M463M(M1 Note),M463M(M1 Note),M463M(M1 Note),M463M(M1 Note),M463M,M463M,M463M,M463M
6a79a0cd12f3d057008ecbc3d9d006d8,G5000,G5000,G5000,G5000,G5000,G5000,G5000,G5000,HUAWEI G5000,HUAWEI G5000,HUAWEIG5000,HUAWEIG5000
42e7e0de2c625c0b787f0a876104d8cf,Y511-U00,Y511-U00,Y511-U00,Y511-U00,Y511-U00,A320t,A320t,A320t,Lenovo A320t,Lenovo A320t,Lenovo A320t,Lenovo A320t
075d4b93d3a16840c25bbb29d9f2f991,B199,B199,B199,B199,B199,B199,B199,B199,HUAWEI B199,HUAWEI B199,HUAWEI B199,HUAWEI B199
20fbb3a5e719b236a3d9f08059479449,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00
aac9e6f8c94faf1f49a0053be046b9dc,Honor 3C 4G,Honor 3C 4G,Honor 3C 4G,Honor 3C 4G,Honor 3C 4G,Honor 3C 4G,Honor 3C 4G,Honor 3C 4G,H30-L01M,H30-L01M,H30-L01M,H30-L01M
6066f9e6b25b03ceebc2ba0cb424305a,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06
98caada532fcec6e039bc6deb7fbe183,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
6dd3afe0f09e955f704efd33f10eb2ac,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,A1586,A1586,A1586,A1586
96a385653c5a2583666cb47b55fe0dfb,Y511,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2014501,2014501,2014501,2014501
a9e204f05972b701f8e89ef5cdfa07f1,G700-U00,SONY C6902/L39h,SONY C6902/L39h,SONY C6902/L39h,SONY C6902/L39h,SONY C6902/L39h,SONY C6902/L39h,SONY C6902/L39h,L39h,L39h,L39h,L39h
3226fc587af8372f218a716b6d8dd5c6,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,HUAWEI G730-U00,HUAWEI G730-U00,HUAWEI G730-U00,HUAWEI G730-U00
7866a46a2790cecdd723222b1bbe7402,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00
34711727e81054a800d8c7578227a0d6,Pin-UL00,Pin-UL00,Pin-UL00,Pin-UL00,Pin-UL00,Pin-UL00,Pin-UL00,Honor 6 Plus,PE-UL00,PE-UL00,PE-UL00,PE-UL00
77b72b8ec199ec64ba55037451745dd6,G610-C00,G610-C00,G610-C00,G610-C00,G610-C00,G610-C00,G610-C00,G610-C00,HUAWEI G610-C00,HUAWEI G610-C00,HUAWEI G610-C00,HUAWEI G610-C00
96c63bab1d93ed5280462030cc7e0d57,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10
7787b0fceed0e37d4a376458dd13bb86,G610+,G610+,G610+,G610+,G610+,G610+,MT2-L05(Mate 2),MT2-L05(Mate 2),HUAWEI MT2-L05,HUAWEI MT2-L05,HUAWEI G7-UL00,HUAWEI G7-UL00
741be06f0d24989aed12d09521a3fd67,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
3297f52eaec7d21f175a7a6c6420e6cf,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,EX128,"DQ4-4411A21, EX128 Dual Sim","DQ4-4411A21, EX128 Dual Sim","DQ4-4411A21,EX128DUALSIM","DQ4-4411A21,EX128DUALSIM"
943e1a3bede78c00e3f11d74e3527bfd,Ascend P6 S-U06,Ascend P6 S-U06,Ascend P6 S-U06,Ascend P6 S-U06,Ascend P6 S-U06,Ascend P6 S-U06,Ascend P6 S-U06,Ascend P6 S-U06,HUAWEI P6 S-U06,HUAWEI P6 S-U06,HUAWEI P6 S-U06,HUAWEI GRA-UL10
8ca776c5c7606a0a9bfe481e609d4062,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,GiONEE M5,GiONEE M5,GiONEE M5,GiONEE M5
c1b271adc661324ef8d7ce38f4d74605,ETS3023,ETS3023,ETS3023,ETS3023,ETS3023,ETS3023,ETS3023,ETS3023,ETS3023,ETS3023,ETS3023,ETS3023
e0833c838dcf5fcbf6240f3e56710e81,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-L01,H30-L01,H30-L01,H30-L01
93b9de61dcf8c82cf675844fe86fbb8d,GTM900,GTM900,GTM900,GTM900,GTM900,GTM900,GTM900,GTM900,GTM900,GTM900,GTM900,GTM900
97b990e312f23b6ceded9ec7a82dfc2b,Y210-2010,Ascend G610,Ascend G610,Ascend G610,Ascend G610,Ascend G610,Ascend G610,Ascend G610,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11
399934b3d9c774d7cd1a22a69e05b8be,U9508,U9508,U9508,U9508,U9508,U9508,U9508,U9508,HUAWEI U9508,HUAWEI U9508,HUAWEI U9508,HUAWEI U9508
dad86e01866245e1fa10943c16d14ac1,D2-0082,D2-0082,D2-0082,D2-0082,D2-0082,D2-0082,D2-0082,D2-0082,HUAWEI D2-0082,HUAWEI D2-0082,HUAWEI D2-0082,HUAWEI D2-0082
5802d727258d75e247f70c1074b25b85,Ascend P7,Ascend P7,Ascend P7,Ascend P7,M100-UL10,M100-UL10,M100-UL10,M100-UL10,HUAWEI GRA-UL10,HUAWEI GRA-UL10,HUAWEI GRA-UL10,HUAWEI GRA-UL10
b267298f4124226a827d9641089ed509,P6-C00,P6-C00,P6-C00,P6-C00,P6-C00,P6-C00,P6-C00,P6-C00,HUAWEI P6-C00,HUAWEI P6-C00,HUAWEI P6-C00,HUAWEI P6-C00
9bbbbaafce0ca1529c7cd849d339ef5c,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,7D-501u,7D-501u,7D-501u,7D-501u
e60fdf32676949d1b908ab2c60b869a1,G610,G610,G610,G610,G610,G610,G610,G610,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11
42b34e38e9cfd4ca8d5d20bd03594a9a,T8951,T8951,T8951,T8951,MI 2013023,MI 2013023,MI 2013023,MI 2013023,2013023,Coolpad 8297-T01,Coolpad 8297-T01,Coolpad 8297-T01
495f1e7f6279468056f1da94a9fd8c23,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-L02,H30-L02,H30-L02,H30-L02
7005d96726b5a67adc5898c51879d840,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00
47e06a1f611b20d5965fe56c00ca3566,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,HUAWEI G700-U00,HUAWEI G700-U00,HUAWEI G700-U00,HUAWEI G700-U00
e17b0b637d6ecd79a8e8b2712a076c38,E261,E261,E261,E261,E261,E261,E3272s-926,E3272s-926,Che2-TL00M,Che2-TL00M,Che2-TL00M,Che2-TL00M
f21378692289be368406725f5dd35df9,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,G6-U00,G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00
1b4198b434e48197a1a4f6a52ee47685,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,SM-G9280,SM-G9280,SM-G9280,SM-G9280
4a7e16d8dd2f965417755a9a931235c7,Honor 6,Honor 6,Honor 6,Honor 6,Honor 6,Honor 6,Honor 6,Honor 6,H60-L12,H60-L12,H60-L12,H60-L12
8f9c75ff770c41a7ed9edbefca010eb9,T8600,T8600,T8600,T8600,iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),A1524,A1524,A1524,A1524
0b413b6fdda599c8d8a161a0d3905a6e,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,vivo Y33,vivo Y33,vivo Y33,vivo Y33
3950150a146afd37efcd73def5683e4a,Y310-T10,Y310-T10,Y310-T10,Y310-T10,1616,E156,E156,E156,Lenovo E156,HUAWEI Y310-T10,HUAWEI Y310-T10,"1616-2,1616"
